factor_name,category,expected_direction,formula_proxy,notes,used_in_current_signal,status
vwap_dev_20h,alpha158_ohlcv,conditional,"(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)","(close - vwap_20h) / vwap_20h; vwap_20h = sum(close*vol,20)/sum(vol,20)",False,DIAGNOSTIC_ONLY
wvma_20h,alpha158_ohlcv,negative,"rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility","rolling_std(ret*vol,20) / rolling_mean(vol,20); volume-weighted volatility",False,COMPUTED
vol_ret_corr_20h,alpha158_ohlcv,conditional,"rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation","rolling_corr(ret_1h, delta(volume,1), 20); return-volume correlation",False,DIAGNOSTIC_ONLY
intraday_ret,alpha158_ohlcv,conditional,(close - open) / open; 1h bar open-to-close return,(close - open) / open; 1h bar open-to-close return,False,DIAGNOSTIC_ONLY
klow_close,alpha158_ohlcv,positive,"(min(open,close) - low) / close; lower wick as fraction of close","(min(open,close) - low) / close; lower wick as fraction of close",False,COMPUTED
ksft_5h,alpha158_ohlcv,conditional,"rolling_skewness(ret_1h, 5); short-window return skewness","rolling_skewness(ret_1h, 5); short-window return skewness",False,DIAGNOSTIC_ONLY
