factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
q158_roc_20h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.0300299
q158_ma_20h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.03481529
q158_std_20h,alpha158_rolling_price,negative,False,COMPUTED,4,4,72h,0.08279118
q158_max_20h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,72h,-0.00516702
q158_min_20h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,72h,0.06744465
q158_cntd_20h,alpha158_rolling_direction,positive,False,COMPUTED,4,4,4h,-0.00021716
q158_corr_20h,alpha158_rolling_volume_price,conditional,False,DIRECTION_UNKNOWN,0,4,24h,-0.02026721
q158_cord_20h,alpha158_rolling_volume_price,conditional,False,DIRECTION_UNKNOWN,0,4,24h,-0.02198722
