factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
q158_open_close_2h,alpha158_price,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.03437562
q158_high_close_2h,alpha158_price,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.02251194
q158_low_close_2h,alpha158_price,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.04533069
q158_open_close_3h,alpha158_price,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.03238841
q158_high_close_3h,alpha158_price,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.02306541
q158_low_close_3h,alpha158_price,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.04349998
