factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status,long_short_return,long_leg_return,short_leg_return,positive_ls
wq101_alpha23,wq101,conditional,1h,2024-06,LONG_SHORT,Long-Short,2.092e-05,,700,,DIRECTION_UNKNOWN,2.092e-05,-0.00031974,-0.00034066,True
wq101_alpha23,wq101,conditional,1h,2024-07,LONG_SHORT,Long-Short,-0.00013987,,744,,DIRECTION_UNKNOWN,-0.00013987,-0.00017952,-3.965e-05,False
wq101_alpha23,wq101,conditional,1h,2024-08,LONG_SHORT,Long-Short,-0.00015853,,744,,DIRECTION_UNKNOWN,-0.00015853,-0.00028517,-0.00012663,False
wq101_alpha23,wq101,conditional,1h,2024-09,LONG_SHORT,Long-Short,4.17e-06,,720,,DIRECTION_UNKNOWN,4.17e-06,0.000221,0.00021684,True
wq101_alpha23,wq101,conditional,1h,2024-10,LONG_SHORT,Long-Short,5.043e-05,,744,,DIRECTION_UNKNOWN,5.043e-05,-2.361e-05,-7.404e-05,True
wq101_alpha23,wq101,conditional,1h,2024-11,LONG_SHORT,Long-Short,2.46e-05,,720,,DIRECTION_UNKNOWN,2.46e-05,0.0007385,0.0007139,True
wq101_alpha23,wq101,conditional,1h,2024-12,LONG_SHORT,Long-Short,0.00032577,,744,,DIRECTION_UNKNOWN,0.00032577,-1.114e-05,-0.00033691,True
wq101_alpha23,wq101,conditional,1h,2025-01,LONG_SHORT,Long-Short,0.00015398,,744,,DIRECTION_UNKNOWN,0.00015398,-0.00012068,-0.00027466,True
wq101_alpha23,wq101,conditional,1h,2025-02,LONG_SHORT,Long-Short,-0.00013278,,672,,DIRECTION_UNKNOWN,-0.00013278,-0.00034705,-0.00021426,False
wq101_alpha23,wq101,conditional,1h,2025-03,LONG_SHORT,Long-Short,-8.978e-05,,744,,DIRECTION_UNKNOWN,-8.978e-05,-0.00043032,-0.00034054,False
wq101_alpha23,wq101,conditional,1h,2025-04,LONG_SHORT,Long-Short,0.00024844,,720,,DIRECTION_UNKNOWN,0.00024844,0.00027101,2.257e-05,True
wq101_alpha23,wq101,conditional,1h,2025-05,LONG_SHORT,Long-Short,-0.00021626,,744,,DIRECTION_UNKNOWN,-0.00021626,-3.495e-05,0.00018131,False
wq101_alpha23,wq101,conditional,1h,2025-06,LONG_SHORT,Long-Short,-9.871e-05,,720,,DIRECTION_UNKNOWN,-9.871e-05,-0.00016209,-6.338e-05,False
wq101_alpha23,wq101,conditional,1h,2025-07,LONG_SHORT,Long-Short,-5.385e-05,,744,,DIRECTION_UNKNOWN,-5.385e-05,0.00017101,0.00022486,False
wq101_alpha23,wq101,conditional,1h,2025-08,LONG_SHORT,Long-Short,-1.759e-05,,744,,DIRECTION_UNKNOWN,-1.759e-05,0.0001111,0.00012869,False
wq101_alpha23,wq101,conditional,1h,2025-09,LONG_SHORT,Long-Short,-8.001e-05,,720,,DIRECTION_UNKNOWN,-8.001e-05,0.00013176,0.00021176,False
wq101_alpha23,wq101,conditional,1h,2025-10,LONG_SHORT,Long-Short,-0.00012519,,744,,DIRECTION_UNKNOWN,-0.00012519,-0.00018194,-5.675e-05,False
wq101_alpha23,wq101,conditional,1h,2025-11,LONG_SHORT,Long-Short,-6.909e-05,,720,,DIRECTION_UNKNOWN,-6.909e-05,-0.00026423,-0.00019514,False
wq101_alpha23,wq101,conditional,1h,2025-12,LONG_SHORT,Long-Short,2.955e-05,,744,,DIRECTION_UNKNOWN,2.955e-05,-1.496e-05,-4.451e-05,True
wq101_alpha23,wq101,conditional,1h,2026-01,LONG_SHORT,Long-Short,0.00012149,,744,,DIRECTION_UNKNOWN,0.00012149,-5.056e-05,-0.00017205,True
wq101_alpha23,wq101,conditional,1h,2026-02,LONG_SHORT,Long-Short,-0.00043643,,672,,DIRECTION_UNKNOWN,-0.00043643,-0.00033376,0.00010267,False
wq101_alpha23,wq101,conditional,1h,2026-03,LONG_SHORT,Long-Short,-0.00020437,,744,,DIRECTION_UNKNOWN,-0.00020437,-3.792e-05,0.00016645,False
wq101_alpha23,wq101,conditional,1h,2026-04,LONG_SHORT,Long-Short,-3.145e-05,,720,,DIRECTION_UNKNOWN,-3.145e-05,0.00040807,0.00043952,False
