factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
q158_ma_60h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,24h,0.03440075
q158_std_60h,alpha158_rolling_price,negative,False,COMPUTED,4,4,72h,0.08072321
q158_max_60h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,72h,-0.00735621
q158_min_60h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,24h,0.06779301
