factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status
q158_volume_ratio_1h,alpha158_volume,conditional,1h,0,Q1,2.336e-05,0.00024591,3315724,17806,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,1h,1,Q2,-1.307e-05,0.00017375,3315724,17806,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,1h,2,Q3,-2.318e-05,0.00016907,3315724,17806,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,1h,3,Q4,-3.913e-05,0.00010872,3315724,17806,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,1h,4,Q5,9.4e-07,0.00019992,3315724,17806,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,4h,0,Q1,5.113e-05,0.00058065,3314917,17803,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,4h,1,Q2,-4.572e-05,0.0005562,3314917,17803,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,4h,2,Q3,-0.00010628,0.00055774,3314917,17803,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,4h,3,Q4,-9.938e-05,0.00056944,3314917,17803,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,4h,4,Q5,-2.598e-05,0.00063801,3314917,17803,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,24h,0,Q1,0.00034488,0.00153748,3309574,17783,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,24h,1,Q2,-0.00044376,0.00113168,3309574,17783,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,24h,2,Q3,-0.00069758,0.00080331,3309574,17783,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,24h,3,Q4,-0.00042752,0.00086028,3309574,17783,DIRECTION_UNKNOWN
q158_volume_ratio_1h,alpha158_volume,conditional,24h,4,Q5,7.097e-05,0.00116809,3309574,17783,DIRECTION_UNKNOWN
