factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
wq101_alpha32,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.00146273
wq101_alpha33,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.03655526
wq101_alpha37,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.01413215
wq101_alpha38,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.03540221
wq101_alpha44,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,24h,0.02838311
wq101_alpha45,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.00681721
