factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
q158_high_close_0h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,high|close,1,72h,-0.06067135,72h,-0.373884,72h,0.00403451,10.1727,0.5059,3316259,0.0,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_low_close_0h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,low|close,1,72h,0.06283117,72h,0.402975,72h,-0.00395687,-10.1663,0.6739,3316259,0.0,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_open_close_1h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,open|close,2,1h,0.03611963,1h,0.223778,72h,-0.00198281,-5.4823,0.6019,3315993,8e-05,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_high_close_1h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,high|close,2,72h,-0.02993574,72h,-0.191914,72h,0.00086956,2.3071,0.5541,3315993,8e-05,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_low_close_1h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,low|close,2,1h,0.04776262,1h,0.298978,72h,-0.00334292,-8.8711,0.6366,3315993,8e-05,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
