factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
wq101_alpha73,wq101,conditional,1h,2024-06,-0.00611799,-0.00611799,0.12682465,0.12682465,-0.04824,-0.04824,-0.04824,0.4713,0.4713,698,COMPUTED
wq101_alpha73,wq101,conditional,1h,2024-07,-0.0003414,-0.0003414,0.13272922,0.13272922,-0.002572,-0.002572,-0.002572,0.4785,0.4785,744,COMPUTED
wq101_alpha73,wq101,conditional,1h,2024-08,0.00233645,0.00233645,0.13784233,0.13784233,0.01695,0.01695,0.01695,0.5061,0.5061,743,COMPUTED
wq101_alpha73,wq101,conditional,1h,2024-09,-0.00084082,-0.00084082,0.12133792,0.12133792,-0.00693,-0.00693,-0.00693,0.4937,0.4937,719,COMPUTED
wq101_alpha73,wq101,conditional,1h,2024-10,-0.00489451,-0.00489451,0.13442319,0.13442319,-0.036411,-0.036411,-0.036411,0.4811,0.4811,742,COMPUTED
wq101_alpha73,wq101,conditional,1h,2024-11,-0.0066882,-0.0066882,0.13477763,0.13477763,-0.049624,-0.049624,-0.049624,0.4847,0.4847,720,COMPUTED
wq101_alpha73,wq101,conditional,1h,2024-12,-0.00487219,-0.00487219,0.14016957,0.14016957,-0.034759,-0.034759,-0.034759,0.4657,0.4657,743,COMPUTED
wq101_alpha73,wq101,conditional,1h,2025-01,0.00177857,0.00177857,0.13672696,0.13672696,0.013008,0.013008,0.013008,0.5067,0.5067,744,COMPUTED
wq101_alpha73,wq101,conditional,1h,2025-02,-0.00347211,-0.00347211,0.1446917,0.1446917,-0.023997,-0.023997,-0.023997,0.4851,0.4851,672,COMPUTED
wq101_alpha73,wq101,conditional,1h,2025-03,-0.00149279,-0.00149279,0.13771636,0.13771636,-0.01084,-0.01084,-0.01084,0.5121,0.5121,744,COMPUTED
wq101_alpha73,wq101,conditional,1h,2025-04,-0.01042534,-0.01042534,0.11470916,0.11470916,-0.090885,-0.090885,-0.090885,0.4792,0.4792,720,COMPUTED
