mode,market_cost_bps,mean_total_return,median_total_return,positive_asset_ratio,mean_trades,mean_win_rate,confirmed_at_close_ratio,preview_only_ratio,mean_lead_minutes,mean_entry_improve_bps
official_close_fixed_hold_corrected,6.0,0.21916642940013642,0.141200252575595,1.0,74.44444444444444,0.5628292094368774,1.0,0.0,0.0,0.0
preview_unclosed15m_fixed_hold_corrected,6.0,0.6276583577723786,0.488905383843122,1.0,74.77777777777777,0.7230245873704361,0.8462109955423477,0.1537890044576523,9.144130757800891,22.82362917144012
official_close_fixed_hold_corrected,10.0,0.14806724875078695,0.08223175637663005,0.9444444444444444,74.44444444444444,0.5335674640362149,1.0,0.0,0.0,0.0
preview_unclosed15m_fixed_hold_corrected,10.0,0.530721955414951,0.4054032070904766,1.0,74.77777777777777,0.7005727357763842,0.8462109955423477,0.1537890044576523,9.144130757800891,22.82362917144012
official_close_fixed_hold_corrected,15.0,0.06522307026146205,0.02837730067246369,0.6111111111111112,74.44444444444444,0.49101194648491436,1.0,0.0,0.0,0.0
preview_unclosed15m_fixed_hold_corrected,15.0,0.4179268364574603,0.31486842486577393,1.0,74.77777777777777,0.6565356721463087,0.8462109955423477,0.1537890044576523,9.144130757800891,22.82362917144012
official_close_fixed_hold_corrected,20.0,-0.011407058215939668,-0.0368447270316275,0.2222222222222222,74.44444444444444,0.4501567929860825,1.0,0.0,0.0,0.0
preview_unclosed15m_fixed_hold_corrected,20.0,0.3137520088194454,0.2254667266261271,1.0,74.77777777777777,0.6137160580840624,0.8462109955423477,0.1537890044576523,9.144130757800891,22.82362917144012
